"name","location","short_description","sys_class_name","asset","category","change_control","asset_tag","department","managed_by_group","managed_by","monitor","owned_by","install_status","subcategory","support_group","supported_by","assigned_to","assignment_group"
"MacBook Air 13""","30 Katharinenstr, Hamburg","","Computer","P1000633 - Apple MacBook Air 13""","Hardware","","P1000633","Sales","","","false","","Installed","Computer","","","Oma Duffy",""
"MacBook Air 13""","9249 Cicero Avenue, Oak Lawn,IL","","Computer","P1000674 - Apple MacBook Air 13""","Hardware","","P1000674","Sales","","","false","","Installed","Computer","","","Winnie Reich",""
"MacBook Air 13""","27, Boulevard Vitton, Paris","","Computer","P1000629 - Apple MacBook Air 13""","Hardware","","P1000629","Sales","","","false","","Installed","Computer","","","Annabelle Coger",""
"MacBook Air 13""","30 Katharinenstr, Hamburg","","Computer","P1000723 - Apple MacBook Air 13""","Hardware","","P1000723","Sales","","","false","","Installed","Computer","","","Ike Benthin",""
"MacBook Air 13""","27, Boulevard Vitton, Paris","","Computer","P1000711 - Apple MacBook Air 13""","Hardware","","P1000711","Sales","","","false","","Installed","Computer","","","Eliseo Wice",""
"MacBook Air 13""","Via Nomentana 56, Rome","","Computer","P1000647 - Apple MacBook Air 13""","Hardware","","P1000647","Sales","","","false","","Installed","Computer","","","Don Mestler",""
"MacBook Air 13""","30 Katharinenstr, Hamburg","","Computer","P1000641 - Apple MacBook Air 13""","Hardware","","P1000641","Sales","","","false","","Installed","Computer","","","Evan Pyfrom",""
"MacBook Air 13""","2-12-1 Ookayama, Meguro-ku, Tokyo","","Computer","P1000651 - Apple MacBook Air 13""","Hardware","","P1000651","Sales","","","false","","Installed","Computer","","","Jessie Barkle",""
"MacBook Air 13""","Carretera Cancun-Chetumal KM 22, Cancun","","Computer","P1000655 - Apple MacBook Air 13""","Hardware","","P1000655","Sales","","","false","","Installed","Computer","","","Lesa Chantry",""
"MacBook Air 13""","27, Boulevard Vitton, Paris","","Computer","P1000622 - Apple MacBook Air 13""","Hardware","","P1000622","Sales","","","false","","Installed","Computer","","","Leslie Cackowski",""
"MacBook Air 13""","Paradise Road, Richmond, London","","Computer","P1000664 - Apple MacBook Air 13""","Hardware","","P1000664","Sales","","","false","","Installed","Computer","","","Modesto Scroggie",""
"MacBook Air 13""","2-12-1 Ookayama, Meguro-ku, Tokyo","","Computer","P1000650 - Apple MacBook Air 13""","Hardware","","P1000650","Sales","","","false","","Installed","Computer","","","Morton Crummell",""
"MacBook Air 13""","30 Katharinenstr, Hamburg","","Computer","P1000712 - Apple MacBook Air 13""","Hardware","","P1000712","Sales","","","false","","Installed","Computer","","","Val Oborne",""
"MacBook Air 13""","27, Boulevard Vitton, Paris","","Computer","P1000708 - Apple MacBook Air 13""","Hardware","","P1000708","Sales","","","false","","Installed","Computer","","","Kylie Bridgeman",""
"MacBook Air 13""","Via Nomentana 56, Rome","","Computer","P1000648 - Apple MacBook Air 13""","Hardware","","P1000648","Sales","","","false","","Installed","Computer","","","Chad Araiza",""
"MacBook Air 13""","27, Boulevard Vitton, Paris","","Computer","P1000704 - Apple MacBook Air 13""","Hardware","","P1000704","Sales","","","false","","Installed","Computer","","","Marc Wanger",""
"MacBook Air 13""","3740 Greenbriar Street, Houston,TX","","Computer","P1000689 - Apple MacBook Air 13""","Hardware","","P1000689","Sales","","","false","","Installed","Computer","","","Davis Brevard",""
"MacBook Air 13""","Carretera Cancun-Chetumal KM 22, Cancun","","Computer","P1000653 - Apple MacBook Air 13""","Hardware","","P1000653","Sales","","","false","","Installed","Computer","","","Willa Dutt",""
"MacBook Air 13""","Karmelitska 2, Lesser Town, Prague","","Computer","P1000617 - Apple MacBook Air 13""","Hardware","","P1000617","Sales","","","false","","Installed","Computer","","","Celia Slavin",""
"MacBook Air 13""","Paradise Road, Richmond, London","","Computer","P1000661 - Apple MacBook Air 13""","Hardware","","P1000661","Sales","","","false","","Installed","Computer","","","Rene Dummermuth",""
"MacBook Air 13""","Carretera Cancun-Chetumal KM 22, Cancun","","Computer","P1000654 - Apple MacBook Air 13""","Hardware","","P1000654","Sales","","","false","","Installed","Computer","","","Tia Neumaier",""
"MacBook Air 13""","27, Boulevard Vitton, Paris","","Computer","P1000623 - Apple MacBook Air 13""","Hardware","","P1000623","Sales","","","false","","Installed","Computer","","","Katina Ramano",""
"MacBook Air 13""","5505 Stevens Way, San Diego,CA","","Computer","P1000692 - Apple MacBook Air 13""","Hardware","","P1000692","Sales","","","false","","Installed","Computer","","","Bertie Luby",""
"MacBook Air 13""","Karmelitska 2, Lesser Town, Prague","","Computer","P1000614 - Apple MacBook Air 13""","Hardware","","P1000614","Sales","","","false","","Installed","Computer","","","Rodrigo Wildrick",""
"MacBook Air 13""","6304 Northwest Barry Road, Kansas City,MO","","Computer","P1000684 - Apple MacBook Air 13""","Hardware","","P1000684","Sales","","","false","","Installed","Computer","","","Melody Saddat",""
"MacBook Air 13""","Carretera Cancun-Chetumal KM 22, Cancun","","Computer","P1000656 - Apple MacBook Air 13""","Hardware","","P1000656","Sales","","","false","","Installed","Computer","","","Angelo Ferentz",""
"MacBook Air 13""","27, Boulevard Vitton, Paris","","Computer","P1000627 - Apple MacBook Air 13""","Hardware","","P1000627","Sales","","","false","","Installed","Computer","","","Chase Furler",""
"MacBook Air 13""","140 George Street, Sydney","","Computer","P1000606 - Apple MacBook Air 13""","Hardware","","P1000606","Sales","","","false","","Installed","Computer","","","Neil Backus",""
"MacBook Air 13""","27, Boulevard Vitton, Paris","","Computer","P1000707 - Apple MacBook Air 13""","Hardware","","P1000707","Sales","","","false","","Installed","Computer","","","Lana Keels",""
"MacBook Air 13""","30 Katharinenstr, Hamburg","","Computer","P1000645 - Apple MacBook Air 13""","Hardware","","P1000645","Sales","","","false","","Installed","Computer","","","Antione Mccleary",""
"MacBook Air 13""","Paradise Road, Richmond, London","","Computer","P1000669 - Apple MacBook Air 13""","Hardware","","P1000669","Sales","","","false","","Installed","Computer","","","Callie Leboeuf",""
"MacBook Air 13""","Carretera Cancun-Chetumal KM 22, Cancun","","Computer","P1000732 - Apple MacBook Air 13""","Hardware","","P1000732","Sales","","","false","","Installed","Computer","","","Tyron Quillman",""
"MacBook Air 13""","2-12-1 Ookayama, Meguro-ku, Tokyo","","Computer","P1000728 - Apple MacBook Air 13""","Hardware","","P1000728","Sales","","","false","","Installed","Computer","","","William Mahmud",""
"MacBook Air 13""","400 Pryor Street Southwest, Atlanta,GA","","Computer","P1000693 - Apple MacBook Air 13""","Hardware","","P1000693","Sales","","","false","","Installed","Computer","","","Allan Schwantd",""
"MacBook Air 13""","30 Katharinenstr, Hamburg","","Computer","P1000721 - Apple MacBook Air 13""","Hardware","","P1000721","Sales","","","false","","Installed","Computer","","","Jude Haza",""
"MacBook Air 13""","30 Katharinenstr, Hamburg","","Computer","P1000725 - Apple MacBook Air 13""","Hardware","","P1000725","Sales","","","false","","Installed","Computer","","","Gayla Geimer",""
"MacBook Air 13""","6882 Linda Vista Road, San Diego,CA","","Computer","P1000677 - Apple MacBook Air 13""","Hardware","","P1000677","Sales","","","false","","Installed","Computer","","","Rosemarie Fifield",""
"MacBook Air 13""","27, Boulevard Vitton, Paris","","Computer","P1000706 - Apple MacBook Air 13""","Hardware","","P1000706","Sales","","","false","","Installed","Computer","","","Lucius Winchester",""
"MacBook Air 13""","6882 Linda Vista Road, San Diego,CA","","Computer","P1000688 - Apple MacBook Air 13""","Hardware","","P1000688","Sales","","","false","","Installed","Computer","","","Essie Vaill",""
"MacBook Air 13""","30 Katharinenstr, Hamburg","","Computer","P1000639 - Apple MacBook Air 13""","Hardware","","P1000639","Sales","","","false","","Installed","Computer","","","Isabell Armout",""
"MacBook Air 13""","140 George Street, Sydney","","Computer","P1000608 - Apple MacBook Air 13""","Hardware","","P1000608","Sales","","","false","","Installed","Computer","","","Joel Nardo",""
"MacBook Air 13""","Paradise Road, Richmond, London","","Computer","P1000745 - Apple MacBook Air 13""","Hardware","","P1000745","Sales","","","false","","Installed","Computer","","","Darrin Neiss",""
"MacBook Air 13""","6304 Northwest Barry Road, Kansas City,MO","","Computer","P1000681 - Apple MacBook Air 13""","Hardware","","P1000681","Sales","","","false","","Installed","Computer","","","Randall Kluemper",""
"MacBook Air 13""","30 Katharinenstr, Hamburg","","Computer","P1000726 - Apple MacBook Air 13""","Hardware","","P1000726","Sales","","","false","","Installed","Computer","","","Eldon Sutch",""
"MacBook Air 13""","2-12-1 Ookayama, Meguro-ku, Tokyo","","Computer","P1000731 - Apple MacBook Air 13""","Hardware","","P1000731","Sales","","","false","","Installed","Computer","","","Miquel Demicco",""
"MacBook Air 13""","150 Kennedy Road, Hong Kong","","Computer","P1000610 - Apple MacBook Air 13""","Hardware","","P1000610","Sales","","","false","","Installed","Computer","","","Sabrina Deppert",""
"MacBook Air 13""","30 Katharinenstr, Hamburg","","Computer","P1000715 - Apple MacBook Air 13""","Hardware","","P1000715","Sales","","","false","","Installed","Computer","","","Ruthie Zortman",""
"MacBook Air 13""","27, Boulevard Vitton, Paris","","Computer","P1000625 - Apple MacBook Air 13""","Hardware","","P1000625","Sales","","","false","","Installed","Computer","","","Heriberto Tivis",""
"MacBook Air 13""","Carretera Cancun-Chetumal KM 22, Cancun","","Computer","P1000733 - Apple MacBook Air 13""","Hardware","","P1000733","Sales","","","false","","Installed","Computer","","","Tommie Reuland",""
"MacBook Air 13""","27, Boulevard Vitton, Paris","","Computer","P1000624 - Apple MacBook Air 13""","Hardware","","P1000624","Sales","","","false","","Installed","Computer","","","Jimmie Zarzycki",""
"MacBook Air 13""","2-12-1 Ookayama, Meguro-ku, Tokyo","","Computer","P1000652 - Apple MacBook Air 13""","Hardware","","P1000652","Sales","","","false","","Installed","Computer","","","Janet Rathrock",""
"MacBook Air 13""","30 Katharinenstr, Hamburg","","Computer","P1000717 - Apple MacBook Air 13""","Hardware","","P1000717","Sales","","","false","","Installed","Computer","","","Marla Folz",""
"MacBook Air 13""","Carretera Cancun-Chetumal KM 22, Cancun","","Computer","P1000736 - Apple MacBook Air 13""","Hardware","","P1000736","Sales","","","false","","Installed","Computer","","","Marcelo Arostegui",""
"MacBook Air 13""","Karmelitska 2, Lesser Town, Prague","","Computer","P1000615 - Apple MacBook Air 13""","Hardware","","P1000615","Sales","","","false","","Installed","Computer","","","Maryjane Arata",""
"MacBook Air 13""","30 Katharinenstr, Hamburg","","Computer","P1000636 - Apple MacBook Air 13""","Hardware","","P1000636","Sales","","","false","","Installed","Computer","","","Marcelino Maggs",""
"MacBook Air 13""","27, Boulevard Vitton, Paris","","Computer","P1000620 - Apple MacBook Air 13""","Hardware","","P1000620","Sales","","","false","","Installed","Computer","","","Rich Gleave",""
"MacBook Air 13""","2-12-1 Ookayama, Meguro-ku, Tokyo","","Computer","P1000729 - Apple MacBook Air 13""","Hardware","","P1000729","Sales","","","false","","Installed","Computer","","","Traci Toomey",""
"MacBook Air 13""","Paradise Road, Richmond, London","","Computer","P1000662 - Apple MacBook Air 13""","Hardware","","P1000662","Sales","","","false","","Installed","Computer","","","Randal Gansen",""
"MacBook Air 13""","Paradise Road, Richmond, London","","Computer","P1000665 - Apple MacBook Air 13""","Hardware","","P1000665","Sales","","","false","","Installed","Computer","","","Madonna Cosby",""
